infrastructure_type_id,secondary_infrastructure_type_id,country_id,year_commenced,Primary topic,Secondary (if needed)
3 | Research partnership,,131 | Lithuania,,,
3 | Research partnership,,131 | Lithuania,,,
3 | Research partnership,,131 | Lithuania,,,
3 | Research partnership,,186 | Romania,,,
3 | Research partnership,,186 | Romania,,,
3 | Research partnership,,186 | Romania,,,
3 | Research partnership,,186 | Romania,,,
3 | Research partnership,,186 | Romania,,,
3 | Research partnership,,164 | Norway,,,
3 | Research partnership,,164 | Norway,,,
3 | Research partnership,,181 | Portugal,,,
3 | Research partnership,,181 | Portugal,,,
3 | Research partnership,,181 | Portugal,,,
3 | Research partnership,,181 | Portugal,,,
3 | Research partnership,,194 | Sweden,,,
3 | Research partnership,,194 | Sweden,,,
3 | Research partnership,,194 | Sweden,,,
3 | Research partnership,,225 | Ukraine,,,
3 | Research partnership,,225 | Ukraine,,,
3 | Research partnership,,225 | Ukraine,,,
3 | Research partnership,,65 | Spain,,,
3 | Research partnership,,86 | Greece,,,
3 | Research partnership,,86 | Greece,,,
3 | Research partnership,,86 | Greece,,,
3 | Research partnership,,98 | Hungary,,,
3 | Research partnership,,108 | Italy,,,
3 | Research partnership,,108 | Italy,,,
3 | Research partnership,,108 | Italy,,,
3 | Research partnership,,108 | Italy,,,
3 | Research partnership,,108 | Italy,,,
3 | Research partnership,,108 | Italy,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,2 | United Arab Emirates,,,
3 | Research partnership,,2 | United Arab Emirates,,,
3 | Research partnership,,2 | United Arab Emirates,,,
3 | Research partnership,,2 | United Arab Emirates,,,
3 | Research partnership,,2 | United Arab Emirates,,,
3 | Research partnership,,2 | United Arab Emirates,,,
3 | Research partnership,,2 | United Arab Emirates,,,
3 | Research partnership,,16 | Azerbaijan,,,
3 | Research partnership,,175 | Pakistan,,,
3 | Research partnership,,175 | Pakistan,,,
3 | Research partnership,,175 | Pakistan,,,
3 | Research partnership,,175 | Pakistan,,,
3 | Research partnership,,23 | Bahrain,,,
3 | Research partnership,,120 | South Korea,,,
3 | Research partnership,,120 | South Korea,,,
3 | Research partnership,,120 | South Korea,,,
3 | Research partnership,,121 | Kuwait,,,
3 | Research partnership,,121 | Kuwait,,,
3 | Research partnership,,124 | Laos,,,
3 | Research partnership,,124 | Laos,,,
3 | Research partnership,,124 | Laos,,,
3 | Research partnership,,124 | Laos,,,
3 | Research partnership,,124 | Laos,,,
3 | Research partnership,,155 | Malaysia,,,
3 | Research partnership,,19 | Bangladesh,,,
3 | Research partnership,,19 | Bangladesh,,,
3 | Research partnership,,19 | Bangladesh,,,
3 | Research partnership,,19 | Bangladesh,,,
3 | Research partnership,,19 | Bangladesh,,,
3 | Research partnership,,19 | Bangladesh,,,
3 | Research partnership,,143 | Myanmar [Burma],,,
3 | Research partnership,,143 | Myanmar [Burma],,,
3 | Research partnership,,143 | Myanmar [Burma],,,
3 | Research partnership,,112 | Japan,,,
3 | Research partnership,,112 | Japan,,,
3 | Research partnership,,112 | Japan,,,
3 | Research partnership,,112 | Japan,,,
3 | Research partnership,,112 | Japan,,,
3 | Research partnership,,112 | Japan,,,
3 | Research partnership,,112 | Japan,,,
3 | Research partnership,,190 | Saudi Arabia,,,
3 | Research partnership,,214 | Tajikistan,,,
3 | Research partnership,,213 | Thailand,,,
3 | Research partnership,,213 | Thailand,,,
3 | Research partnership,,213 | Thailand,,,
3 | Research partnership,,213 | Thailand,,,
3 | Research partnership,,213 | Thailand,,,
3 | Research partnership,,213 | Thailand,,,
3 | Research partnership,,213 | Thailand,,,
3 | Research partnership,,213 | Thailand,,,
3 | Research partnership,,213 | Thailand,,,
3 | Research partnership,,220 | Turkey,,,
3 | Research partnership,,220 | Turkey,,,
3 | Research partnership,,220 | Turkey,,,
3 | Research partnership,,220 | Turkey,,,
3 | Research partnership,,220 | Turkey,,,
3 | Research partnership,,220 | Turkey,,,
3 | Research partnership,,220 | Turkey,,,
3 | Research partnership,,220 | Turkey,,,
3 | Research partnership,,217 | Turkmenistan,,,
3 | Research partnership,,217 | Turkmenistan,,,
3 | Research partnership,,230 | Uzbekistan,,,
3 | Research partnership,,230 | Uzbekistan,,,
3 | Research partnership,,195 | Singapore,,,
3 | Research partnership,,195 | Singapore,,,
3 | Research partnership,,195 | Singapore,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,99 | Indonesia,,,
3 | Research partnership,,236 | Vietnam,,,
3 | Research partnership,,33 | Botswana,,,
3 | Research partnership,,79 | Ghana,,,
3 | Research partnership,,45 | Cameroon,,,
3 | Research partnership,,45 | Cameroon,,,
3 | Research partnership,,113 | Kenya,,,
17 | MoU-agreement,,113 | Kenya,,,
8 | Data centre,11 | Smart cities,113 | Kenya,,5 | Chinese state loan,2 | Smart cities
3 | Research partnership,,243 | South Africa,,,
3 | Research partnership,,202 | Senegal,,,
3 | Research partnership,,202 | Senegal,,,
3 | Research partnership,,202 | Senegal,,,
3 | Research partnership,,202 | Senegal,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,29 | Brazil,,,
3 | Research partnership,,29 | Brazil,,,
3 | Research partnership,,29 | Brazil,,,
3 | Research partnership,,29 | Brazil,,,
3 | Research partnership,,29 | Brazil,,,
3 | Research partnership,,60 | Ecuador,,,
3 | Research partnership,,60 | Ecuador,,,
3 | Research partnership,,60 | Ecuador,,,
3 | Research partnership,,60 | Ecuador,,,
3 | Research partnership,,60 | Ecuador,,,
3 | Research partnership,,60 | Ecuador,,,
3 | Research partnership,,60 | Ecuador,,,
3 | Research partnership,,47 | Colombia,,,
3 | Research partnership,,47 | Colombia,,,
3 | Research partnership,,47 | Colombia,,,
3 | Research partnership,,47 | Colombia,,,
3 | Research partnership,,47 | Colombia,,,
3 | Research partnership,,47 | Colombia,,,
3 | Research partnership,,47 | Colombia,,,
3 | Research partnership,,47 | Colombia,,,
7 | Investment or joint venture,,101 | Israel,,,
,,,,,
7 | Investment or joint venture,,74 | United Kingdom,,,
11 | Smart cities,,154 | Mexico,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,174 | Philippines,,2 | Smart cities,5 | Chinese state loan
6 | Manufacturing facility,,59 | Algeria,,,
5 | Overseas Office,,59 | Algeria,,,
7 | Investment or joint venture,,153 | Malawi,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,5 | Chinese state loan,
2 | Cable,,,,,
3 | Research partnership,,14 | Australia,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
11 | Smart cities,,220 | Turkey,,2 | Smart cities,6 | Surveillance
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,5 | Chinese state loan,
2 | Cable,,,,,
2 | Cable,,,,,
,,,,,
,,,,,
3 | Research partnership,,36 | Canada,,,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,7 | Investment or joint venture,228 | United States,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
6 | Manufacturing facility,,100 | Ireland,,4 | Biotech,
6 | Manufacturing facility,,195 | Singapore,,4 | Biotech,
10 | Subsidiary,7 | Investment or joint venture,228 | United States,,4 | Biotech,
10 | Subsidiary,,228 | United States,,4 | Biotech,
10 | Subsidiary,,74 | United Kingdom,,4 | Biotech,
6 | Manufacturing facility,,228 | United States,,4 | Biotech,
10 | Subsidiary,,228 | United States,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
1 | R&D lab,6 | Manufacturing facility,228 | United States,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
10 | Subsidiary,,228 | United States,,4 | Biotech,
10 | Subsidiary,7 | Investment or joint venture,228 | United States,,4 | Biotech,
5 | Overseas Office,,120 | South Korea,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
10 | Subsidiary,,133 | Latvia,,4 | Biotech,
1 | R&D lab,,195 | Singapore,,4 | Biotech,
1 | R&D lab,,213 | Thailand,,4 | Biotech,
17 | MoU-agreement,,133 | Latvia,,4 | Biotech,
3 | Research partnership,,163 | Netherlands,,4 | Biotech,
5 | Overseas Office,,2 | United Arab Emirates,,,
10 | Subsidiary,,2 | United Arab Emirates,,,
10 | Subsidiary,,168 | New Zealand,,,
10 | Subsidiary,,113 | Kenya,,,
10 | Subsidiary,,230 | Uzbekistan,,,
10 | Subsidiary,,98 | Hungary,,,
10 | Subsidiary,,155 | Malaysia,,,
10 | Subsidiary,,53 | Czech Republic,,,
10 | Subsidiary,,54 | Germany,,,
10 | Subsidiary,,163 | Netherlands,,,
10 | Subsidiary,,108 | Italy,,,
7 | Investment or joint venture,17 | MoU-agreement,103 | India,,,
11 | Smart cities,17 | MoU-agreement,245 | Zimbabwe,,2 | Smart cities,1 | Artificial Intelligence
5 | Overseas Office,,243 | South Africa,,,
,,,,,
15 | Telecommunications or ICT,,14 | Australia,,,
15 | Telecommunications or ICT,,14 | Australia,,,
15 | Telecommunications or ICT,,120 | South Korea,,,
15 | Telecommunications or ICT,,103 | India,,,
17 | MoU-agreement,3 | Research partnership,228 | United States,,,
17 | MoU-agreement,1 | R&D lab,41 | Switzerland,,,
17 | MoU-agreement,,228 | United States,,,
5 | Overseas Office,,236 | Vietnam,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,74 | United Kingdom,,,
5 | Overseas Office,,220 | Turkey,,,
5 | Overseas Office,,213 | Thailand,,,
5 | Overseas Office,,65 | Spain,,,
5 | Overseas Office,,195 | Singapore,,,
5 | Overseas Office,,188 | Russia,,,
5 | Overseas Office,,176 | Poland,,,
5 | Overseas Office,,174 | Philippines,,,
5 | Overseas Office,,14 | Australia,,,
5 | Overseas Office,,14 | Australia,,,
5 | Overseas Office,,29 | Brazil,,,
5 | Overseas Office,,47 | Colombia,,,
5 | Overseas Office,,120 | South Korea,,,
5 | Overseas Office,,123 | Kazakhstan,,,
5 | Overseas Office,,99 | Indonesia,,,
5 | Overseas Office,,54 | Germany,,,
5 | Overseas Office,,72 | France,,,
5 | Overseas Office,,36 | Canada,,,
7 | Investment or joint venture,11 | Smart cities,244 | Zambia,,6 | Surveillance,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
1 | R&D lab,,228 | United States,,,
8 | Data centre,,93 | Hong Kong,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,36 | Canada,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,54 | Germany,,,
8 | Data centre,,188 | Russia,,,
8 | Data centre,,120 | South Korea,,,
8 | Data centre,,213 | Thailand,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,103 | India,,,
8 | Data centre,,93 | Hong Kong,,,
8 | Data centre,,112 | Japan,,,
7 | Investment or joint venture,,103 | India,,,
7 | Investment or joint venture,,103 | India,,,
7 | Investment or joint venture,,228 | United States,,,
7 | Investment or joint venture,,228 | United States,,,
7 | Investment or joint venture,,120 | South Korea,,,
7 | Investment or joint venture,,236 | Vietnam,,,
7 | Investment or joint venture,,228 | United States,,,
7 | Investment or joint venture,,120 | South Korea,,,
7 | Investment or joint venture,,120 | South Korea,,,
7 | Investment or joint venture,,120 | South Korea,,,
7 | Investment or joint venture,,120 | South Korea,,,
7 | Investment or joint venture,,120 | South Korea,,,
7 | Investment or joint venture,,120 | South Korea,,,
7 | Investment or joint venture,,120 | South Korea,,,
7 | Investment or joint venture,,228 | United States,,,
7 | Investment or joint venture,,195 | Singapore,,,
7 | Investment or joint venture,,228 | United States,,,
7 | Investment or joint venture,,120 | South Korea,,,
7 | Investment or joint venture,,112 | Japan,,,
7 | Investment or joint venture,,228 | United States,,,
7 | Investment or joint venture,,41 | Switzerland,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,7 | Investment or joint venture,2 | United Arab Emirates,,,
8 | Data centre,,103 | India,,,
8 | Data centre,,155 | Malaysia,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,99 | Indonesia,,,
10 | Subsidiary,,54 | Germany,,,
10 | Subsidiary,,228 | United States,,,
,,,,,
5 | Overseas Office,,213 | Thailand,,,
5 | Overseas Office,,29 | Brazil,,,
5 | Overseas Office,,62 | Egypt,,,
5 | Overseas Office,,99 | Indonesia,,,
10 | Subsidiary,,120 | South Korea,,,
10 | Subsidiary,,228 | United States,,,
,,,,,
10 | Subsidiary,,228 | United States,,,
10 | Subsidiary,,54 | Germany,,,
5 | Overseas Office,,99 | Indonesia,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
9 | Commercial partnership,,228 | United States,,,
15 | Telecommunications or ICT,,2 | United Arab Emirates,,,
15 | Telecommunications or ICT,3 | Research partnership,2 | United Arab Emirates,,2 | Smart cities,3 | 5G
13 | Cable Terrestrial,,123 | Kazakhstan,,,
13 | Cable Terrestrial,,175 | Pakistan,,,
,,,,,
8 | Data centre,,14 | Australia,,,
8 | Data centre,,14 | Australia,,,
8 | Data centre,,14 | Australia,,,
8 | Data centre,,14 | Australia,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,29 | Brazil,,,
8 | Data centre,,22 | Bulgaria,,,
8 | Data centre,,36 | Canada,,,
8 | Data centre,,36 | Canada,,,
8 | Data centre,,36 | Canada,,,
8 | Data centre,,46 | China,,,
8 | Data centre,,46 | China,,,
8 | Data centre,,46 | China,,,
8 | Data centre,,46 | China,,,
8 | Data centre,,46 | China,,,
8 | Data centre,,46 | China,,,
8 | Data centre,,46 | China,,,
8 | Data centre,,53 | Czech Republic,,,
8 | Data centre,,55 | Djibouti,,,
8 | Data centre,,62 | Egypt,,,
8 | Data centre,,67 | Finland,,,
8 | Data centre,,72 | France,,,
8 | Data centre,,72 | France,,,
8 | Data centre,,72 | France,,,
8 | Data centre,,54 | Germany,,,
8 | Data centre,,54 | Germany,,,
8 | Data centre,,54 | Germany,,,
8 | Data centre,,54 | Germany,,,
8 | Data centre,,54 | Germany,,,
8 | Data centre,,54 | Germany,,,
8 | Data centre,,54 | Germany,,,
8 | Data centre,,54 | Germany,,,
8 | Data centre,,103 | India,,,
8 | Data centre,,103 | India,,,
8 | Data centre,,99 | Indonesia,,,
8 | Data centre,,99 | Indonesia,,,
8 | Data centre,,108 | Italy,,,
8 | Data centre,,112 | Japan,,,
8 | Data centre,,112 | Japan,,,
8 | Data centre,,112 | Japan,,,
8 | Data centre,,112 | Japan,,,
8 | Data centre,,112 | Japan,,,
8 | Data centre,,112 | Japan,,,
8 | Data centre,,112 | Japan,,,
8 | Data centre,,113 | Kenya,,,
8 | Data centre,,113 | Kenya,,,
8 | Data centre,,113 | Kenya,,,
8 | Data centre,,155 | Malaysia,,,
8 | Data centre,,155 | Malaysia,,,
8 | Data centre,,163 | Netherlands,,,
8 | Data centre,,163 | Netherlands,,,
8 | Data centre,,161 | Nigeria,,,
8 | Data centre,,188 | Russia,,,
8 | Data centre,,188 | Russia,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,120 | South Korea,,,
8 | Data centre,,120 | South Korea,,,
8 | Data centre,,120 | South Korea,,,
8 | Data centre,,120 | South Korea,,,
8 | Data centre,,120 | South Korea,,,
8 | Data centre,,120 | South Korea,,,
8 | Data centre,,120 | South Korea,,,
8 | Data centre,,120 | South Korea,,,
8 | Data centre,,120 | South Korea,,,
8 | Data centre,,120 | South Korea,,,
8 | Data centre,,243 | South Africa,,,
8 | Data centre,,65 | Spain,,,
8 | Data centre,,194 | Sweden,,,
8 | Data centre,,194 | Sweden,,,
8 | Data centre,,224 | Tanzania,,,
8 | Data centre,,213 | Thailand,,,
8 | Data centre,,213 | Thailand,,,
8 | Data centre,,220 | Turkey,,,
8 | Data centre,,2 | United Arab Emirates,,,
8 | Data centre,,2 | United Arab Emirates,,,
8 | Data centre,,74 | United Kingdom,,,
8 | Data centre,,74 | United Kingdom,,,
8 | Data centre,,74 | United Kingdom,,,
8 | Data centre,,74 | United Kingdom,,,
8 | Data centre,,74 | United Kingdom,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,236 | Vietnam,,,
8 | Data centre,,236 | Vietnam,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
8 | Data centre,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,36 | Canada,,,
5 | Overseas Office,,112 | Japan,,,
5 | Overseas Office,,243 | South Africa,,,
5 | Overseas Office,,99 | Indonesia,,,
5 | Overseas Office,,233 | Venezuela,,,
5 | Overseas Office,,213 | Thailand,,,
5 | Overseas Office,,154 | Mexico,,,
5 | Overseas Office,,2 | United Arab Emirates,,,
5 | Overseas Office,,103 | India,,,
5 | Overseas Office,,220 | Turkey,,,
5 | Overseas Office,,123 | Kazakhstan,,,
5 | Overseas Office,,36 | Canada,,,
5 | Overseas Office,,72 | France,,,
5 | Overseas Office,,54 | Germany,,,
5 | Overseas Office,,188 | Russia,,,
5 | Overseas Office,,113 | Kenya,,,
5 | Overseas Office,,151 | Mauritius,,,
8 | Data centre,,113 | Kenya,,,
8 | Data centre,,62 | Egypt,,,
,,,,,
,,,,,
2 | Cable,,,,,
,,,,,
13 | Cable Terrestrial,,105 | Iraq,,,
13 | Cable Terrestrial,,230 | Uzbekistan,,,
13 | Cable Terrestrial,,217 | Turkmenistan,,,
15 | Telecommunications or ICT,,54 | Germany,,,
15 | Telecommunications or ICT,17 | MoU-agreement,86 | Greece,,,
15 | Telecommunications or ICT,17 | MoU-agreement,220 | Turkey,,,
8 | Data centre,,243 | South Africa,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
5 | Overseas Office,,Belarus,,,
19 | Cable (leased),,,,,
15 | Telecommunications or ICT,,188 | Russia,,,
15 | Telecommunications or ICT,,188 | Russia,,,
15 | Telecommunications or ICT,,224 | Tanzania,,,
15 | Telecommunications or ICT,,38 | Congo [DRC],,,
15 | Telecommunications or ICT,,66 | Ethiopia,,,
15 | Telecommunications or ICT,,161 | Nigeria,,,
15 | Telecommunications or ICT,,190 | Saudi Arabia,,,
15 | Telecommunications or ICT,,93 | Hong Kong,,,
15 | Telecommunications or ICT,,244 | Zambia,,,
,,,,,
,,,,,
8 | Data centre,,72 | France,,,
8 | Data centre,,74 | United Kingdom,,,
8 | Data centre,,163 | Netherlands,,,
8 | Data centre,,194 | Sweden,,,
8 | Data centre,,188 | Russia,,,
8 | Data centre,,2 | United Arab Emirates,,,
8 | Data centre,,243 | South Africa,,,
8 | Data centre,,112 | Japan,,,
8 | Data centre,,195 | Singapore,,,
8 | Data centre,,14 | Australia,,,
8 | Data centre,,36 | Canada,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,36 | Canada,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,228 | United States,,,
8 | Data centre,,29 | Brazil,,,
5 | Overseas Office,,103 | India,,,
5 | Overseas Office,,115 | Cambodia,,,
5 | Overseas Office,,120 | South Korea,,,
5 | Overseas Office,,123 | Kazakhstan,,,
5 | Overseas Office,,155 | Malaysia,,,
5 | Overseas Office,,174 | Philippines,,,
5 | Overseas Office,,2 | United Arab Emirates,,,
5 | Overseas Office,,213 | Thailand,,,
5 | Overseas Office,,223 | Taiwan,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
10 | Subsidiary,,228 | United States,,,
10 | Subsidiary,,228 | United States,,,
5 | Overseas Office,,54 | Germany,,,
5 | Overseas Office,,99 | Indonesia,,,
2 | Cable,,,,,
2 | Cable,,,,5 | Chinese state loan,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
19 | Cable (leased),,,,,
2 | Cable,,,,,
15 | Telecommunications or ICT,,2 | United Arab Emirates,,,
,,,,,
,,,,,
15 | Telecommunications or ICT,,190 | Saudi Arabia,,,
15 | Telecommunications or ICT,,218 | Tunisia,,,
15 | Telecommunications or ICT,,213 | Thailand,,,
12 | 5G,,213 | Thailand,,3 | 5G,
1 | R&D lab,,228 | United States,,,
1 | R&D lab,,228 | United States,,,
,,,,,
15 | Telecommunications or ICT,,59 | Algeria,,,
15 | Telecommunications or ICT,,174 | Philippines,,,
12 | 5G,,65 | Spain,,3 | 5G,
12 | 5G,,228 | United States,,3 | 5G,
12 | 5G,,108 | Italy,,3 | 5G,
12 | 5G,,20 | Belgium,,3 | 5G,
12 | 5G,,163 | Netherlands,,3 | 5G,
12 | 5G,,155 | Malaysia,,3 | 5G,
12 | 5G,,120 | South Korea,,3 | 5G,
1 | R&D lab,,65 | Spain,,3 | 5G,
5 | Overseas Office,,244 | Zambia,,,
,,,,,
5 | Overseas Office,,13 | Austria,,,
1 | R&D lab,,62 | Egypt,,,
6 | Manufacturing facility,,103 | India,,,
1 | R&D lab,,113 | Kenya,,,
1 | R&D lab,,228 | United States,,,
1 | R&D lab,,228 | United States,,,
1 | R&D lab,,228 | United States,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
